"year","flow","signal","avgLLE","sawp_avg","flow_mean","flow_var"
1569,5248007,0.356194041087431,NA,NA,NA,NA
1570,6565386,0.58311387212376,NA,NA,NA,NA
1571,4869965,0.50545525808468,NA,NA,NA,NA
1572,6721410,0.00247652755061675,NA,NA,NA,NA
1573,4235114,-0.685424618772834,NA,NA,NA,NA
1574,2993759,-1.00648830505065,NA,NA,NA,NA
1575,5967877,-0.555886284292383,NA,NA,NA,NA
1576,3777388,0.378911535367868,NA,NA,NA,NA
1577,7812909,0.895225416578834,NA,NA,NA,NA
1578,6182955,0.422203435482068,NA,NA,NA,NA
1579,4180178,-0.475170530682575,NA,NA,NA,NA
1580,1956825,-0.719951551206728,NA,NA,NA,NA
1581,5372891,-0.200109764619906,NA,NA,NA,NA
1582,6740592,0.0379913126769602,NA,NA,NA,NA
1583,5528040,-0.653114643524835,NA,NA,NA,NA
1584,576758,-1.4889476000268,NA,NA,NA,NA
1585,2917521,-1.31280719387964,NA,NA,NA,NA
1586,6896308,-0.144564180286194,NA,NA,NA,NA
1587,5003925,0.91732991449648,NA,NA,NA,NA
1588,5586327,0.985755962424234,-0.0970553955597595,1.84321127889439,4.98723823076923,3.81764988908802
1589,6594695,0.0917361709915205,-0.104287084534297,1.86560596766132,5.01937053846154,3.87511602184041
1590,2331455,-1.10352010389064,-0.108464697082548,1.88332266767109,4.98256543589744,3.81114871096757
1591,3726633,-1.82282210363205,-0.110848936854233,1.89593614549924,5.00122815384615,3.82041883363534
1592,2760941,-1.53847089949368,-0.113506976874429,1.90326583562078,4.99622407692308,3.80372653118286
1593,4626892,-0.300908587417038,-0.114873365124773,1.90542516155868,5.05637956410256,3.85087552503046
1594,6427476,1.12559201509679,-0.118093776874706,1.90290076914951,5.12308702564103,3.74199499891839
1595,6468064,1.69284123804426,-0.118241880206,1.89655597160526,5.14959333333333,3.81535885461923
1596,7341167,0.941304535109151,-0.11731244731937,1.88720619799027,5.21754274358974,3.80403814312346
1597,4346171,-0.52079455255,-0.110933398572333,1.8753452044663,5.18931079487179,3.68472188916548
1598,704529,-1.58071216468507,-0.104707977785637,1.86128506401306,5.2191378974359,3.78025340012473
1599,6965106,-1.65510950837436,-0.0963335529908557,1.84525113666663,5.27261102564102,3.7777321477586
1600,2742949,-0.985108249173406,-0.091365503290977,1.82742675288482,5.3541308974359,3.48207488991346
1601,6077255,-0.0336352592518709,-0.087065939736511,1.80802170193902,5.37272715384615,3.49627799607187
1602,6052778,0.961436063312541,-0.0830075304022005,1.78737073484307,5.35783669230769,3.46311701894769
1603,6758185,1.73237382780729,-0.079692145194469,1.76600486048152,5.34661135897436,3.46410960014187
1604,7646415,1.78038565029252,-0.0724045738622984,1.74460840783026,5.47278871794872,2.84964672768737
1605,7132586,0.878283350224645,-0.062152397123783,1.72385806682295,5.50184197435897,2.73018130008776
1606,5004198,-0.400683876610199,-0.0543170753437445,1.70426889045358,5.43958030769231,2.70315226535443
1607,1660661,-1.09432264207173,-0.0506395017493887,1.68611996388542,5.39770382051282,2.80899185559899
1608,6501167,-0.817743134460684,-0.0498922160215287,1.66943487456493,5.36321869230769,2.84201985282696
1609,5129987,-0.0390573337540605,-0.0503252512308489,1.65396547462335,5.36695284615385,2.85200273657471
1610,5597811,0.576547746037205,-0.0532126260137675,1.63900693307388,5.42171025641026,2.6277591093543
1611,6526251,0.783443986119206,-0.0557661716854065,1.62274614996188,5.45413964102564,2.5559402448956
1612,6581178,0.722043321462306,-0.0582416567183256,1.60360692506609,5.50270346153846,2.37945176564394
1613,5595350,0.615408387607582,-0.0633543840065084,1.58162687992189,5.47909630769231,2.44362538805027
1614,7001623,0.617734905979934,-0.0703223296169183,1.55754323416485,5.48307307692308,2.45198363478149
1615,6427415,0.745053115775054,-0.0795855304489699,1.53244125090256,5.39183117948718,2.59218689482252
1616,6711863,0.836968312765957,-0.0897712244929387,1.50752552728693,5.32215430769231,2.50273083109522
1617,7346212,0.710735254613573,-0.100572182676909,1.48380080744071,5.37071692307692,2.49741846180528
1618,6265630,0.413960534496624,-0.109543569304549,1.4619171417189,5.48218356410256,1.91436258099415
1619,5136100,0.206312624735226,-0.120435670614699,1.4422092976381,5.41430602564103,1.88743763711013
1620,6098145,0.240759140486959,-0.129735913364239,1.42486139296276,5.49587779487179,1.6996583810809
1621,6159864,0.374212632987285,-0.138860675736314,1.41012798727022,5.51608712820513,1.73970352289417
1622,5090252,0.339159380999275,-0.148922645192088,1.39817342010896,5.485534,1.74245157416074
1623,5497675,0.017912595538654,-0.156643673631691,1.38892313520641,5.47408048717949,1.71764788537689
1624,4050598,-0.4476589737451,-0.170371113279507,1.38220891582006,5.39399361538462,1.61068270447066
1625,4468103,-0.724321139987093,-0.184134082485601,1.37784164069481,5.34550464102564,1.52933664917092
1626,3370742,-0.530014875166891,-0.192881627624715,1.37560015654635,5.26424841025641,1.84376330496204
1627,4241407,0.0440466743930311,-0.20483173697823,1.3752098270194,5.28902284615385,1.68444796732566
1628,6740327,0.524344052070454,-0.216738767629984,1.3763475835914,5.283362,1.67161306082532
1629,4466994,0.528502643594761,-0.22441902809993,1.37871102402517,5.30908748717949,1.68932432895694
1630,4991379,0.160665004457877,-0.228772889891448,1.38237438472777,5.353433,1.79229984249668
1631,4654930,-0.21675882979099,-0.233415520377638,1.38886772921564,5.36045715384615,1.81113374317361
1632,3706213,-0.443502838675994,-0.239588615356439,1.39924878728513,5.33853007692308,1.77494235372928
1633,6582570,-0.572604275642134,-0.243290677443625,1.41299383186799,5.36027053846154,1.80483624239541
1634,2909630,-0.602216560393281,-0.242113571371317,1.42888181025759,5.26714564102564,1.82930751962134
1635,4623769,-0.493548143445805,-0.240661877944746,1.44565985835426,5.14942538461538,2.08940859839793
1636,6240113,-0.333392513301449,-0.236840981519116,1.46240742077193,5.20708297435897,2.40397426979103
1637,5051728,-0.206009909977009,-0.228274554876139,1.47844801676443,5.12515656410256,2.30601373132536
1638,4317882,-0.0165490912820362,-0.219276893947436,1.49328971943341,5.07728835897436,2.28331885093313
1639,5924248,0.332475236512329,-0.206202160926637,1.50661845877838,5.03874905128205,2.33659228970521
1640,6865419,0.710472340641786,-0.193173576804921,1.51827933764563,5.02271456410256,2.31175158874567
1641,4861206,0.853956259889908,-0.177724503227819,1.52822279584726,4.97175605128205,2.29408086617652
1642,6311498,0.552403620619094,-0.160512292513595,1.53644120184624,4.99704646153846,2.32517680457968
1643,4523027,-0.266462267444237,-0.146040364300951,1.54296703354563,4.98320215384615,2.31842524102155
1644,5241516,-1.34643235467441,-0.127460710814895,1.54794350136717,4.99629466666667,2.30004748060849
1645,1835205,-2.00262843371903,-0.108663206445258,1.55165851434917,4.96735897435897,2.36407276053955
1646,2626864,-1.61537754747371,-0.096012299682852,1.55448901912639,5.01024751282051,2.29525323611484
1647,6280394,-0.330776461679527,-0.0813947982477532,1.55680573391895,5.03281064102564,2.27950001388687
1648,6133281,1.01902944296812,-0.0688570074523953,1.55889327897954,4.90908033333333,2.44289578361918
1649,7327286,1.69684901357622,-0.0574705639456748,1.56091102109342,4.87119041025641,2.53326883393577
1650,6800193,1.49876984155318,-0.0510830247906834,1.56289541394486,4.93041569230769,2.68467760978753
1651,5726022,0.608913108289783,-0.047019121503678,1.56479421583928,4.92588569230769,2.68803950684859
1652,6443228,-0.493961599638376,-0.0431046635134671,1.56653860760886,4.95173984615385,2.64938168612013
1653,3369752,-1.10722450125485,-0.0387961191219445,1.5682795391967,4.94331392307692,2.6239448146186
1654,1836325,-0.862010124800735,-0.039005156755668,1.57053705847722,5.03796071794872,2.57821348586347
1655,8960509,-0.233128286606225,-0.0413514439336191,1.57313464843644,5.05096364102564,2.57375258604639
1656,4151082,-0.0286786547927042,-0.0430870476868886,1.57561885323483,4.98795838461538,2.57478079867035
1657,4398770,-0.382799405241291,-0.0504073709347997,1.57777019733228,5.0891861025641,2.98766603845209
1658,3633067,-0.680101373598474,-0.0567830985615201,1.57968984544326,5.11952197435897,2.9755285300136
1659,5472800,-0.455175261031638,-0.0664495363241121,1.58172109773319,5.1479398974359,3.05396498308352
1660,4172482,0.0506816960869481,-0.0759076822516371,1.58410209256838,5.10420394871795,2.97438087090458
1661,6076578,0.305987872180058,-0.0849049362434614,1.58693630071731,5.21575205128205,3.40401850945279
1662,4957747,0.158426144191346,-0.0948597033567618,1.59040177941586,5.1796882051282,3.37362848951327
1663,4561206,-0.1103009902914,-0.105722594967297,1.59471923902875,5.16723746153846,3.39645646130983
1664,3339611,-0.290511633058865,-0.116482575561039,1.60008620131052,5.22067005128205,3.51594976406942
1665,5043395,-0.505947659354304,-0.127484509715107,1.60663383264471,5.31568984615385,3.20776821756055
1666,5121369,-0.832374352487319,-0.134647093989626,1.61440132630684,5.24306125641026,3.81433923699699
1667,1914845,-0.969071322488334,-0.136624717389004,1.62332135780573,5.15491048717949,3.92969492496573
1668,2989287,-0.625215861349701,-0.140354947028869,1.63318098922952,5.17491123076923,3.98546226250018
1669,7301165,-0.00113532752187712,-0.144488033784864,1.64332087406878,5.15034905128205,3.90047448297937
1670,4478260,0.460429779844014,-0.14710147998365,1.65161175783843,5.13974697435897,3.86895407583392
1671,4714525,0.580358099806858,-0.15107110054377,1.65640421778478,5.12190756410256,3.85989754900146
1672,6253959,0.434148850712783,-0.152209514154433,1.65758432374579,5.12548051282051,3.87008591607426
1673,6600855,0.142065450773877,-0.152030108402137,1.6556712687158,5.17057917948718,3.78687816399005
1674,5130883,-0.0925104352190913,-0.150132496000457,1.65153459814408,5.27588643589744,3.4986508951682
1675,3782908,-0.0443196832015648,-0.14399956679578,1.64625027394805,5.21192779487179,3.17445825452211
1676,8999609,0.267293165218815,-0.140578917180865,1.64098350376206,5.20914756410256,3.18081373577957
1677,5500981,0.615574031994724,-0.13841452394374,1.63684940993739,5.23918935897436,3.16603988467208
1678,7032547,0.860497691212199,-0.134420342038033,1.63473181505229,5.29938276923077,3.10890222456808
1679,5159717,0.98504768715577,-0.131254430198992,1.63513472705319,5.32214279487179,3.13720665354796
1680,9211582,0.989811083295629,-0.12719869531266,1.63814009032741,5.35233071794872,3.10150940273273
1681,4905008,0.912571388138689,-0.12284082710511,1.64345378062443,5.33252938461538,3.08736410557793
1682,4037448,0.696864062991543,-0.122084315680219,1.65049730568033,5.40433315384615,3.23320164236303
1683,7325387,0.0598506896275129,-0.120694360501273,1.65852612108683,5.49592753846154,3.4018774259742
1684,5540977,-1.01765956371992,-0.119202735079226,1.66676990017609,5.51312258974359,3.33730112852362
1685,-205651,-1.76511292502089,-0.119187526331517,1.67458429722082,5.46585212820513,3.47002361748964
1686,2842514,-1.3098041177145,-0.123038895634805,1.68158489452141,5.46853925641026,3.46840516300025
1687,6913310,0.0926729330168695,-0.129145137607617,1.68772304011522,5.52004779487179,3.19615204146527
1688,6369361,1.21972646507904,-0.135534239743016,1.693274172713,5.56245541025641,3.04599420162409
1689,6386712,1.32444824735618,-0.140037101835958,1.69873351904839,5.45979033333333,3.09065430979254
1690,5030285,0.803289727123366,-0.141892387063415,1.70464497095695,5.49511151282051,3.06814786057336
1691,6582573,0.385610469297623,-0.13891516149032,1.71140913422692,5.51984669230769,3.05237709287669
1692,5128600,0.240387525424556,-0.135230436700584,1.71899528070341,5.46577846153846,3.08491529439399
1693,5943308,0.084904817738176,-0.13273080188249,1.72682189360965,5.43286474358974,3.05047902249899
1694,6466122,-0.19682321377946,-0.132760278633568,1.73498149832295,5.40755117948718,3.09116010363978
1695,4042653,-0.378827482965215,-0.134569011156818,1.74405792322316,5.38143,3.20487917821121
1696,5570400,-0.292752816622083,-0.134197459022489,1.75462808041839,5.29703646153846,2.85587472353994
1697,5980610,-0.0988689694739246,-0.132502922084308,1.7669593325153,5.29305076923077,2.85482576505271
1698,6360441,0.0432805129915641,-0.131726634455902,1.78077530841092,5.22214225641026,2.7977364070343
1699,5349811,0.322516047742438,-0.129019377621202,1.79534424486319,5.24575630769231,2.81645790901648
1700,5304326,0.896059970204533,-0.130286339571252,1.80980355740452,5.19632058974359,2.50934414433004
1701,7758094,1.33669743715919,-0.133236908032973,1.82335474486212,5.29727769230769,2.84647722141127
